0;#;FORM;LEMMA;GRAM;COMMENT;CHECKED;CONTEXT;RIGHT1;RIGHT2;RIGHT3;RIGHT4;RIGHT5;RIGHT6;POS;AUTO_LEMMA;AUTO_GRAM;
26852;;и;И;CONJ;;;от сейфа , _и_ в итоге так и;и;;;;;;CONJ;И;CONJ;И
26853;;в;В;PR;;;сейфа , и _в_ итоге так и оказалось;в;;;;;;PR;В;PR;В
26854;;итоге;ИТОГ;S m inan loc sg;;;, и в _итоге_ так и оказалось .;е;г;о;т;и;;S;ИТОГ;S m inan loc sg;Г
26855;;так и;так и;CONJ;Раздельно;;и в итоге _так и_ оказалось .;и;;к;а;т;;CONJ;так и;CONJ;и
26856;;оказалось;ОКАЗАТЬСЯ;V pf praet sg indic n -;;;в итоге так и _оказалось_ .;ь;с;о;л;а;з;V;ОКАЗАТЬСЯ;V pf praet sg indic n -;Я
26857;;.;.;PUNCT;;;;;;;;;;PUNCT;;;
26858;;;;;;;;;;;;;;;;;
26859;# sent = 1978;;;;;;;;;;;;;;;;
26860;;Нашли;НАЙТИ;V pf - pl indic - -;;;. _Нашли_ сейф , вставили;и;л;ш;а;н;;V;НАСЛАТЬ;V pf - sg imper - 2p;Ь
26861;;сейф;СЕЙФ;S m inan acc sg;;;Нашли _сейф_ , вставили …;ф;й;е;с;;;S;СЕЙФ;S m inan acc sg;Ф
26862;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
26863;;вставили;ВСТАВИТЬ;V pf praet pl indic - -;;;Нашли сейф , _вставили_ … а ,;и;л;и;в;а;т;V;ВСТАВИТЬ;V pf praet pl indic - -;Ь
26864;;…;…;PUNCT;;;;;;;;;;PUNCT;;;
26865;;а;А;INTJ;;;, вставили … _а_ , ещё не;а;;;;;;CONJ;А;CONJ;А
26866;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
26867;;ещё;ЕЩЕ;ADV -;;;… а , _ещё_ не сразу вставили;ё;щ;е;;;;ADV;ЕЩЕ;ADV -;Е
26868;;не;НЕ;PART;;;а , ещё _не_ сразу вставили его;е;н;;;;;PART;НЕ;PART;Е
26869;;сразу;СРАЗУ;ADV -;;;, ещё не _сразу_ вставили его в;у;з;а;р;с;;ADV;СРАЗУ;ADV -;У
26870;;вставили;ВСТАВИТЬ;V pf praet pl indic - -;;;ещё не сразу _вставили_ его в компьютер;и;л;и;в;а;т;V;ВСТАВИТЬ;V pf praet pl indic - -;Ь
26871;;его;ОН;SPRO sg 3p m acc;;;не сразу вставили _его_ в компьютер ,;о;г;е;;;;SPRO;ОН;SPRO sg 3p m acc;Н
26872;;в;В;PR;;;сразу вставили его _в_ компьютер , потому что;в;;;;;;PR;В;PR;В
26873;;компьютер;КОМПЬЮТЕР;S m inan acc sg;;;вставили его в _компьютер_ , потому что компьютер;р;е;т;ю;ь;п;S;КОМПЬЮТЕР;S m inan acc sg;Р
26874;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
26875;;потому что;потому что;CONJ;;;в компьютер , _потому что_ компьютер тоже под;о;т;ч;;у;м;CONJ;потому что;CONJ;о
26876;;компьютер;КОМПЬЮТЕР;S m inan nom sg;;;компьютер , потому что _компьютер_ тоже под паролем;р;е;т;ю;ь;п;S;КОМПЬЮТЕР;S m inan acc sg;Р
26877;;тоже;ТОЖЕ;PART;;;, потому что компьютер _тоже_ под паролем ,;е;ж;о;т;;;PART;ТОЖЕ;PART;Е
26878;;под;ПОД;PR;;;потому что компьютер тоже _под_ паролем , нужно;д;о;п;;;;PR;ПОД;PR;Д
26879;;паролем;ПАРОЛЬ;S m inan ins sg;;;компьютер тоже под _паролем_ , нужно найти;м;е;л;о;р;а;S;ПАРОЛЬ;S m inan ins sg;Ь
26880;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
26881;;нужно;НУЖНО;PRAEDIC;;;под паролем , _нужно_ найти пароль ,;о;н;ж;у;н;;PRAEDIC;НУЖНО;ADV -;О
26882;;найти;НАЙТИ;V pf - - inf - -;;;паролем , нужно _найти_ пароль , куча;и;т;й;а;н;;V;НАЙТИ;V pf - - inf - -;И
26883;;пароль;ПАРОЛЬ;S m inan acc sg;;;, нужно найти _пароль_ , куча …;ь;л;о;р;а;п;S;ПАРОЛЬ;S m inan acc sg;Ь
26884;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
26885;;куча;КУЧА;S f inan nom sg;;;найти пароль , _куча_ … вхх …;а;ч;у;к;;;S;КУЧА;S f inan nom sg;А
26886;;…;…;PUNCT;;;;;;;;;;PUNCT;;;
26887;;вхх;ВХХ;NONLEX;;;, куча … _вхх_ … замков ,;х;х;в;;;;NONLEX;ВХХ;NONLEX;Х
26888;;…;…;PUNCT;;;;;;;;;;PUNCT;;;
26889;;замков;ЗАМОК;S m inan gen pl;;;… вхх … _замков_ , которые необходимо;в;о;к;м;а;з;S;ЗАМОК;S m inan gen pl;К
26890;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
26891;;которые;КОТОРЫЙ;APRO - acc pl plen - inan;;;… замков , _которые_ необходимо найти .;е;ы;р;о;т;о;APRO;КОТОРЫЙ;A - acc pl plen - inan;Й
26892;;необходимо;НЕОБХОДИМО;PRAEDIC;;;замков , которые _необходимо_ найти .;о;м;и;д;о;х;ADV;НЕОБХОДИМО;ADV -;О
26893;;найти;НАЙТИ;V pf - - inf - -;;;, которые необходимо _найти_ .;и;т;й;а;н;;V;НАЙТИ;V pf - - inf - -;И
26894;;.;.;PUNCT;;;;;;;;;;PUNCT;;;
26895;;;;;;;;;;;;;;;;;
26896;# sent = 1979;;;;;;;;;;;;;;;;
26897;;В;В;PR;;;. _В_ общем , мы;в;;;;;;PR;В;PR;В
26898;;общем;ОБЩИЙ;A - loc sg plen m -;;;В _общем_ , мы вставляем;м;е;щ;б;о;;A;ОБЩИЙ;A - loc sg plen m -;Й
26899;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
26900;;мы;МЫ;SPRO pl 1p - nom;;;В общем , _мы_ вставляем диск и;ы;м;;;;;SPRO;МЫ;SPRO pl 1p - nom;Ы
26901;;вставляем;ВСТАВЛЯТЬ;V ipf praes pl indic - 1p;;;общем , мы _вставляем_ диск и на;м;е;я;л;в;а;V;ВСТАВЛЯТЬ;V ipf praes pl indic - 1p;Ь
26902;;диск;ДИСК;S m inan acc sg;;;, мы вставляем _диск_ и на нём;к;с;и;д;;;S;ДИСК;S m inan acc sg;К
26903;;и;И;CONJ;;;мы вставляем диск _и_ на нём видеозапись;и;;;;;;CONJ;И;CONJ;И
26904;;на;НА;PR;;;вставляем диск и _на_ нём видеозапись ,;а;н;;;;;PR;НА;PR;А
26905;;нём;ОН;SPRO sg 3p m loc;;;диск и на _нём_ видеозапись , где;м;ё;н;;;;SPRO;ОН;SPRO sg 3p m loc;Н
26906;;видеозапись;ВИДЕОЗАПИСЬ;S f inan nom sg;;;и на нём _видеозапись_ , где профессор;ь;с;и;п;а;з;S;ВИДЕОЗАПИСЬ;S f inan acc sg;Ь
26907;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
26908;;где;ГДЕ;ADV -;;;нём видеозапись , _где_ профессор ведёт видеозапись;е;д;г;;;;ADV;ГДЕ;ADV -;Е
26909;;профессор;ПРОФЕССОР;S m anim nom sg;;;видеозапись , где _профессор_ ведёт видеозапись своего;р;о;с;с;е;ф;S;ПРОФЕССОР;S m anim nom sg;Р
26910;;ведёт;ВЕСТИ;V ipf praes sg indic - 3p;;;, где профессор _ведёт_ видеозапись своего исследования;т;ё;д;е;в;;V;ВЕСТИ;V ipf praes sg indic - 3p;И
26911;;видеозапись;ВИДЕОЗАПИСЬ;S f inan acc sg;;;где профессор ведёт _видеозапись_ своего исследования .;ь;с;и;п;а;з;S;ВИДЕОЗАПИСЬ;S f inan acc sg;Ь
26912;;своего;СВОЙ;APRO - gen sg plen m -;;;профессор ведёт видеозапись _своего_ исследования .;о;г;е;о;в;с;APRO;СВОЙ;A - gen sg plen m -;Й
26913;;исследования;ИССЛЕДОВАНИЕ;S n inan gen sg;;;ведёт видеозапись своего _исследования_ .;я;и;н;а;в;о;S;ИССЛЕДОВАНИЕ;S n inan gen sg;Е
26914;;.;.;PUNCT;;;;;;;;;;PUNCT;;;
26915;;;;;;;;;;;;;;;;;
26916;# sent = 1980;;;;;;;;;;;;;;;;
26917;;Ааа;ААА;NONLEX;;;. _Ааа_ , он работает;а;а;а;;;;INTJ;ААА;S m inan nonflex -;А
26918;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
26919;;он;ОН;SPRO sg 3p m nom;;;Ааа , _он_ работает над больным;н;о;;;;;SPRO;ОН;SPRO sg 3p m nom;Н
26920;;работает;РАБОТАТЬ;V ipf praes sg indic - 3p;;;Ааа , он _работает_ над больным и;т;е;а;т;о;б;V;РАБОТАТЬ;V ipf praes sg indic - 3p;Ь
26921;;над;НАД;PR;;;, он работает _над_ больным и вывел;д;а;н;;;;PR;НАД;PR;Д
26922;;больным;БОЛЬНОЙ;A - dat pl plen - -;;;он работает над _больным_ и вывел какой-то;м;ы;н;ь;л;о;A;БОЛЬНОЙ;A - dat pl plen - -;Й
26923;;и;И;CONJ;;;работает над больным _и_ вывел какой-то препарат;и;;;;;;CONJ;И;CONJ;И
26924;;вывел;ВЫВЕСТИ;V pf praet sg indic m -;;;над больным и _вывел_ какой-то препарат ,;л;е;в;ы;в;;V;ВЫВЕСТИ;V pf praet sg indic m -;И
26925;;какой-то;КАКОЙ-ТО;APRO - nom sg plen m -;;;больным и вывел _какой-то_ препарат , называется;о;т;-;й;о;к;APRO;КАКОЙ-ТО;A - nom sg plen m -;О
26926;;препарат;ПРЕПАРАТ;S m inan nom sg;;;и вывел какой-то _препарат_ , называется «;т;а;р;а;п;е;S;ПРЕПАРАТ;S m inan nom sg;Т
26927;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
26928;;называется;НАЗЫВАТЬСЯ;V ipf praes sg indic - 3p;;;какой-то препарат , _называется_ « Адреналин »;я;с;т;е;а;в;V;НАЗЫВАТЬСЯ;V ipf praes sg indic - 3p;Я
26929;;«;«;PUNCT;;;;;;;;;;PUNCT;;;
26930;;Адреналин;АДРЕНАЛИН;S m inan acc sg;;;, называется « _Адреналин_ » , для;н;и;л;а;н;е;S;АДРЕНАЛИН;S m inan acc sg;Н
26931;;»;»;PUNCT;;;;;;;;;;PUNCT;;;
26932;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
26933;;для;ДЛЯ;PR;;;Адреналин » , _для_ того , чтобы;я;л;д;;;;PR;ДЛЯ;PR;Я
26934;;того;ТО;SPRO n - gen sg;;;» , для _того_ , чтобы успокоить;о;г;о;т;;;SPRO;ТО;S n - gen sg;О
26935;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
26936;;чтобы;ЧТОБЫ;CONJ;;;для того , _чтобы_ успокоить этого психически;ы;б;о;т;ч;;CONJ;ЧТОБЫ;CONJ;Ы
26937;;успокоить;УСПОКОИТЬ;V pf - - inf - -;;;того , чтобы _успокоить_ этого психически нездорового;ь;т;и;о;к;о;V;УСПОКОИТЬ;V pf - - inf - -;Ь
26938;;этого;ЭТОТ;APRO - acc sg plen m anim;;;, чтобы успокоить _этого_ психически нездорового маньяка;о;г;о;т;э;;APRO;ЭТОТ;A - acc sg plen m anim;Т
26939;;психически;ПСИХИЧЕСКИ;ADV -;;;чтобы успокоить этого _психически_ нездорового маньяка .;и;к;с;е;ч;и;ADV;ПСИХИЧЕСКИ;ADV -;И
26940;;нездорового;НЕЗДОРОВЫЙ;A - gen sg plen m -;;;успокоить этого психически _нездорового_ маньяка .;о;г;о;в;о;р;A;НЕЗДОРОВЫЙ;A - gen sg plen m -;Й
26941;;маньяка;МАНЬЯК;S m anim gen sg;;;этого психически нездорового _маньяка_ .;а;к;я;ь;н;а;S;МАНЬЯК;S m anim gen sg;К
26942;;.;.;PUNCT;;;;;;;;;;PUNCT;;;
26943;;;;;;;;;;;;;;;;;
26944;# sent = 1981;;;;;;;;;;;;;;;;
26945;# speaker = Надя;;;;;;;;;;;;;;;;
26946;# sent = 1982;;;;;;;;;;;;;;;;
26947;;Как только;Как только;CONJ;;;_Как только_ он ему вколол;о;к;ь;л;о;т;CONJ;Как только;CONJ;о
26948;;он;ОН;SPRO sg 3p m nom;;;Как только _он_ ему вколол ,;н;о;;;;;SPRO;ОН;SPRO sg 3p m nom;Н
26949;;ему;ОН;SPRO sg 3p m dat;;;Как только он _ему_ вколол , маньяк;у;м;е;;;;SPRO;ОН;SPRO sg 3p m dat;Н
26950;;вколол;ВКОЛОТЬ;V pf praet sg indic m -;;;Как только он ему _вколол_ , маньяк ещё;л;о;л;о;к;в;V;ВКОЛОТЬ;V pf praet sg indic m -;Ь
26951;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
26952;;маньяк;МАНЬЯК;S m anim nom sg;;;ему вколол , _маньяк_ ещё сильней взбесился;к;я;ь;н;а;м;S;МАНЬЯК;S m anim nom sg;К
26953;;ещё;ЕЩЕ;ADV -;;;вколол , маньяк _ещё_ сильней взбесился .;ё;щ;е;;;;ADV;ЕЩЕ;ADV -;Е
26954;;сильней;СИЛЬНО;ADV comp;;;, маньяк ещё _сильней_ взбесился .;й;е;н;ь;л;и;ADV;СИЛЬНО;ADV comp;О
26955;;взбесился;ВЗБЕСИТЬСЯ;V pf praet sg indic m -;;;маньяк ещё сильней _взбесился_ .;я;с;л;и;с;е;V;ВЗБЕСИТЬСЯ;V pf praet sg indic m -;Я
26956;;.;.;PUNCT;;;;;;;;;;PUNCT;;;
26957;;;;;;;;;;;;;;;;;
26958;# sent = 1983;;;;;;;;;;;;;;;;
26959;;Он;ОН;SPRO sg 3p m nom;;;. _Он_ был прикован к;н;о;;;;;SPRO;ОН;SPRO sg 3p m nom;Н
26960;;был;БЫТЬ;V ipf praet sg indic m -;;;Он _был_ прикован к кровати;л;ы;б;;;;V;БЫТЬ;V ipf praet sg indic m -;Ь
26961;;прикован;ПРИКОВАТЬ;PARTCP pf praet - sg brev m pass -;;;Он был _прикован_ к кровати ,;н;а;в;о;к;и;PARTCP;ПРИКОВАТЬ;PARTCP pf praet - sg brev m pass -;Ь
26962;;к;К;PR;;;Он был прикован _к_ кровати , в;к;;;;;;PR;К;PR;К
26963;;кровати;КРОВАТЬ;S f inan loc sg;;;был прикован к _кровати_ , в итоге;и;т;а;в;о;р;S;КРОВАТЬ;S f inan loc sg;Ь
26964;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
26965;;в;В;PR;;;к кровати , _в_ итоге , после;в;;;;;;PR;В;PR;В
26966;;итоге;ИТОГ;S m inan loc sg;;;кровати , в _итоге_ , после того;е;г;о;т;и;;S;ИТОГ;S m inan loc sg;Г
26967;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
26968;;после;ПОСЛЕ;PR;;;в итоге , _после_ того , как;е;л;с;о;п;;PR;ПОСЛЕ;PR;Е
26969;;того;ТО;SPRO n - gen sg;;;итоге , после _того_ , как ему;о;г;о;т;;;SPRO;ТО;S n - gen sg;О
26970;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
26971;;как;КАК;CONJ;;;после того , _как_ ему вкололи «;к;а;к;;;;CONJ;КАК;CONJ;К
26972;;ему;ОН;SPRO sg 3p m dat;;;того , как _ему_ вкололи « Адреналин;у;м;е;;;;SPRO;ОН;SPRO sg 3p m dat;Н
26973;;вкололи;ВКОЛОТЬ;V pf praet pl indic - -;;;, как ему _вкололи_ « Адреналин »;и;л;о;л;о;к;V;ВКОЛОТЬ;V pf praet pl indic - -;Ь
26974;;«;«;PUNCT;;;;;;;;;;PUNCT;;;
26975;;Адреналин;АДРЕНАЛИН;S m inan acc sg;;;ему вкололи « _Адреналин_ » , он;н;и;л;а;н;е;S;АДРЕНАЛИН;S m inan acc sg;Н
26976;;»;»;PUNCT;;;;;;;;;;PUNCT;;;
26977;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
26978;;он;ОН;SPRO sg 3p m nom;;;Адреналин » , _он_ резко вырывается ,;н;о;;;;;SPRO;ОН;SPRO sg 3p m nom;Н
26979;;резко;РЕЗКО;ADV -;;;» , он _резко_ вырывается , вырывает;о;к;з;е;р;;ADV;РЕЗКО;ADV -;О
26980;;вырывается;ВЫРЫВАТЬСЯ;V ipf praes sg indic - 3p;;;, он резко _вырывается_ , вырывает все;я;с;т;е;а;в;V;ВЫРЫВАТЬСЯ;V ipf praes sg indic - 3p;Я
26981;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
26982;;вырывает;ВЫРЫВАТЬ;V ipf praes sg indic - 3p;;;резко вырывается , _вырывает_ все оковы ,;т;е;а;в;ы;р;V;ВЫРЫВАТЬ;V ipf praes sg indic - 3p;Ь
26983;;все;ВЕСЬ;APRO - nom pl plen - -;;;вырывается , вырывает _все_ оковы , которые;е;с;в;;;;APRO;ВЕСЬ;A - nom pl plen - -;Ь
26984;;оковы;ОКОВЫ;S - inan nom pl;;;, вырывает все _оковы_ , которые были;ы;в;о;к;о;;S;ОКОВЫ;S - inan nom pl;Ы
26985;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
26986;;которые;КОТОРЫЙ;APRO - nom pl plen - -;;;все оковы , _которые_ были , нападает;е;ы;р;о;т;о;APRO;КОТОРЫЙ;A - nom pl plen - -;Й
26987;;были;БЫТЬ;V ipf praet pl indic - -;;;оковы , которые _были_ , нападает на;и;л;ы;б;;;V;БЫТЬ;V ipf praet pl indic - -;Ь
26988;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
26989;;нападает;НАПАДАТЬ;V ipf praes sg indic - 3p;;;которые были , _нападает_ на профессора ,;т;е;а;д;а;п;V;НАПАДАТЬ;V ipf praes sg indic - 3p;Ь
26990;;на;НА;PR;;;были , нападает _на_ профессора , брызгает;а;н;;;;;PR;НА;PR;А
26991;;профессора;ПРОФЕССОР;S m anim gen sg;;;, нападает на _профессора_ , брызгает откуда-то;а;р;о;с;с;е;S;ПРОФЕССОР;S m anim gen sg;Р
26992;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
26993;;брызгает;БРЫЗГАТЬ;V ipf praes sg indic - 3p;;;на профессора , _брызгает_ откуда-то непонятно кровь;т;е;а;г;з;ы;V;БРЫЗГАТЬ;V ipf praes sg indic - 3p;Ь
26994;;откуда-то;ОТКУДА-ТО;ADV -;;;профессора , брызгает _откуда-то_ непонятно кровь прям;о;т;-;а;д;у;ADV;ОТКУДА-ТО;ADV -;О
26995;;непонятно;НЕПОНЯТНО;ADV -;;;, брызгает откуда-то _непонятно_ кровь прям в;о;н;т;я;н;о;ADV;НЕПОНЯТНО;ADV -;О
26996;;кровь;КРОВЬ;S f inan nom sg;;;брызгает откуда-то непонятно _кровь_ прям в камеру;ь;в;о;р;к;;S;КРОВЬ;S f inan nom sg;Ь
26997;;прям;ПРЯМОЙ;A - - sg brev m -;;;откуда-то непонятно кровь _прям_ в камеру и;м;я;р;п;;;A;ПРЯМОЙ;A - - sg brev m -;Й
26998;;в;В;PR;;;непонятно кровь прям _в_ камеру и очень;в;;;;;;PR;В;PR;В
26999;;камеру;КАМЕРА;S f inan acc sg;;;кровь прям в _камеру_ и очень страшно;у;р;е;м;а;к;S;КАМЕРА;S f inan acc sg;А
27000;;и;И;CONJ;;;прям в камеру _и_ очень страшно .;и;;;;;;CONJ;И;CONJ;И
27001;;очень;ОЧЕНЬ;ADV -;;;в камеру и _очень_ страшно .;ь;н;е;ч;о;;ADV;ОЧЕНЬ;ADV -;Ь
27002;;страшно;СТРАШНО;ADV -;;;камеру и очень _страшно_ .;о;н;ш;а;р;т;ADV;СТРАШНО;ADV -;О
27003;;.;.;PUNCT;;;;;;;;;;PUNCT;;;
27004;;;;;;;;;;;;;;;;;
27005;# sent = 1984;;;;;;;;;;;;;;;;
27006;;И;И;CONJ;;;. _И_ в итоге видео;и;;;;;;CONJ;И;CONJ;И
27007;;в;В;PR;;;И _в_ итоге видео на;в;;;;;;PR;В;PR;В
27008;;итоге;ИТОГ;S m inan loc sg;;;И в _итоге_ видео на этом;е;г;о;т;и;;S;ИТОГ;S m inan loc sg;Г
27009;;видео;ВИДЕО;S n inan nom sg;;;И в итоге _видео_ на этом прерывается;о;е;д;и;в;;S;ВИДЕО;S n inan nonflex -;О
27010;;на;НА;PR;;;в итоге видео _на_ этом прерывается .;а;н;;;;;PR;НА;PR;А
27011;;этом;ЭТО;SPRO n - loc sg;;;итоге видео на _этом_ прерывается .;м;о;т;э;;;SPRO;ЭТО;S n - loc sg;О
27012;;прерывается;ПРЕРЫВАТЬСЯ;V ipf praes sg indic - 3p;;;видео на этом _прерывается_ .;я;с;т;е;а;в;V;ПРЕРЫВАТЬСЯ;V ipf praes sg indic - 3p;Я
27013;;.;.;PUNCT;;;;;;;;;;PUNCT;;;
27014;;;;;;;;;;;;;;;;;
27015;# sent = 1985;;;;;;;;;;;;;;;;
27016;;Мы;МЫ;SPRO pl 1p - nom;;;. _Мы_ понимаем , что;ы;м;;;;;SPRO;МЫ;SPRO pl 1p - nom;Ы
27017;;понимаем;ПОНИМАТЬ;V ipf praes pl indic - 1p;;;Мы _понимаем_ , что профессора;м;е;а;м;и;н;V;ПОНИМАТЬ;V ipf praes pl indic - 1p;Ь
27018;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
27019;;что;ЧТО;CONJ;;;Мы понимаем , _что_ профессора либо держат;о;т;ч;;;;CONJ;ЧТО;CONJ;О
27020;;профессора;ПРОФЕССОР;S m anim nom pl;;;понимаем , что _профессора_ либо держат где-то;а;р;о;с;с;е;S;ПРОФЕССОР;S m anim nom pl;Р
27021;;либо;ЛИБО;CONJ;;;, что профессора _либо_ держат где-то ,;о;б;и;л;;;CONJ;ЛИБО;CONJ;О
27022;;держат;ДЕРЖАТЬ;V ipf praes pl indic - 3p;;;что профессора либо _держат_ где-то , либо;т;а;ж;р;е;д;V;ДЕРЖАТЬ;V ipf praes pl indic - 3p;Ь
27023;;где-то;ГДЕ-ТО;ADV -;;;профессора либо держат _где-то_ , либо он;о;т;-;е;д;г;ADV;ГДЕ-ТО;ADV -;О
27024;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
27025;;либо;ЛИБО;CONJ;;;держат где-то , _либо_ он в полуобморочном;о;б;и;л;;;CONJ;ЛИБО;CONJ;О
27026;;он;ОН;SPRO sg 3p m nom;;;где-то , либо _он_ в полуобморочном состоянии;н;о;;;;;SPRO;ОН;SPRO sg 3p m nom;Н
27027;;в;В;PR;;;, либо он _в_ полуобморочном состоянии ,;в;;;;;;PR;В;PR;В
27028;;полуобморочном;ПОЛУОБМОРОЧНЫЙ;A - loc sg plen n -;;;либо он в _полуобморочном_ состоянии , либо;м;о;н;ч;о;р;A;ПОЛУОБМОРОЧНЫЙ;A - loc sg plen n -;Й
27029;;состоянии;СОСТОЯНИЕ;S n inan loc sg;;;он в полуобморочном _состоянии_ , либо его;и;и;н;я;о;т;S;СОСТОЯНИЕ;S n inan loc sg;Е
27030;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
27031;;либо;ЛИБО;CONJ;;;полуобморочном состоянии , _либо_ его уже убили;о;б;и;л;;;CONJ;ЛИБО;CONJ;О
27032;;его;ОН;SPRO sg 3p m acc;;;состоянии , либо _его_ уже убили .;о;г;е;;;;SPRO;ОН;SPRO sg 3p m acc;Н
27033;;уже;УЖЕ;ADV -;;;, либо его _уже_ убили .;е;ж;у;;;;ADV;УЖЕ;ADV -;Е
27034;;убили;УБИТЬ;V pf praet pl indic - -;;;либо его уже _убили_ .;и;л;и;б;у;;V;УБИТЬ;V pf praet pl indic - -;Ь
27035;;.;.;PUNCT;;;;;;;;;;PUNCT;;;
27036;;;;;;;;;;;;;;;;;
27037;# sent = 1986;;;;;;;;;;;;;;;;
27038;;Ааа;ААА;INTJ;;;. _Ааа_ , дальше после;а;а;а;;;;INTJ;ААА;S m inan nonflex -;А
27039;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
27040;;дальше;ДАЛЕКО;ADV comp;;;Ааа , _дальше_ после просмотра видео;е;ш;ь;л;а;д;ADV;ДАЛЕКО;ADV comp;О
27041;;после;ПОСЛЕ;PR;;;Ааа , дальше _после_ просмотра видео ,;е;л;с;о;п;;PR;ПОСЛЕ;PR;Е
27042;;просмотра;ПРОСМОТР;S m inan gen sg;;;, дальше после _просмотра_ видео , честно;а;р;т;о;м;с;S;ПРОСМОТР;S m inan gen sg;Р
27043;;видео;ВИДЕО;S n inan gen sg;;;дальше после просмотра _видео_ , честно говоря;о;е;д;и;в;;S;ВИДЕО;S n inan nonflex -;О
27044;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
27045;;честно;ЧЕСТНО;ADV -;;;просмотра видео , _честно_ говоря , мы;о;н;т;с;е;ч;ADV;ЧЕСТНО;ADV -;О
27046;;говоря;ГОВОРИТЬ;V ipf praes - ger - -;;;видео , честно _говоря_ , мы даже;я;р;о;в;о;г;V;ГОВОРИТЬ;V ipf praes - ger - -;Ь
27047;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
27048;;мы;МЫ;SPRO pl 1p - nom;;;честно говоря , _мы_ даже не знали;ы;м;;;;;SPRO;МЫ;SPRO pl 1p - nom;Ы
27049;;даже;ДАЖЕ;PART;;;говоря , мы _даже_ не знали ,;е;ж;а;д;;;PART;ДАЖЕ;PART;Е
27050;;не;НЕ;PART;;;, мы даже _не_ знали , что;е;н;;;;;PART;НЕ;PART;Е
27051;;знали;ЗНАТЬ;V ipf praet pl indic - -;;;мы даже не _знали_ , что дальше;и;л;а;н;з;;V;ЗНАТЬ;V ipf praet pl indic - -;Ь
27052;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
27053;;что;ЧТО;CONJ;;;не знали , _что_ дальше делать .;о;т;ч;;;;CONJ;ЧТО;CONJ;О
27054;;дальше;ДАЛЕКО;ADV comp;;;знали , что _дальше_ делать .;е;ш;ь;л;а;д;ADV;ДАЛЕКО;ADV comp;О
27055;;делать;ДЕЛАТЬ;V ipf - - inf - -;;;, что дальше _делать_ .;ь;т;а;л;е;д;V;ДЕЛАТЬ;V ipf - - inf - -;Ь
27056;;.;.;PUNCT;;;;;;;;;;PUNCT;;;
27057;;;;;;;;;;;;;;;;;
27058;# sent = 1987;;;;;;;;;;;;;;;;
27059;;Непонятно;НЕПОНЯТНО;ADV -;;;. _Непонятно_ , может быть;о;н;т;я;н;о;ADV;НЕПОНЯТНО;ADV -;О
27060;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
27061;;может;МОЧЬ;V ipf praes sg indic - 3p;;;Непонятно , _может_ быть , квест;т;е;ж;о;м;;V;МОЧЬ;V ipf praes sg indic - 3p;Ь
27062;;быть;БЫТЬ;V ipf - - inf - -;;;Непонятно , может _быть_ , квест ограничивается;ь;т;ы;б;;;V;БЫТЬ;V ipf - - inf - -;Ь
27063;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
27064;;квест;КВЕСТ;S m inan nom sg;;;может быть , _квест_ ограничивается этими двумя;т;с;е;в;к;;S;КВЕСТ;S f inan nom sg;Т
27065;;ограничивается;ОГРАНИЧИВАТЬСЯ;V ipf praes sg indic - 3p;;;быть , квест _ограничивается_ этими двумя комнатами;я;с;т;е;а;в;V;ОГРАНИЧИВАТЬСЯ;V ipf praes sg indic - 3p;Я
27066;;этими;ЭТОТ;APRO - ins pl plen - -;;;, квест ограничивается _этими_ двумя комнатами .;и;м;и;т;э;;APRO;ЭТОТ;A - ins pl plen - -;Т
27067;;двумя;ДВА;NUM ins - -;;;квест ограничивается этими _двумя_ комнатами .;я;м;у;в;д;;NUM;ДВА;NUM ins - -;А
27068;;комнатами;КОМНАТА;S f inan ins pl;;;ограничивается этими двумя _комнатами_ .;и;м;а;т;а;н;S;КОМНАТА;S f inan ins pl;А
