0;#;FORM;LEMMA;GRAM;COMMENT;CHECKED;CONTEXT;RIGHT1;RIGHT2;RIGHT3;RIGHT4;RIGHT5;RIGHT6;POS;AUTO_LEMMA;AUTO_GRAM;
26834;;услышать;”—ЋџЎј“№;V pf - - inf - -;;;из чего-то там _услышать_ .;ь;т;а;ш;ы;л;V;”—ЋџЎј“№;V pf - - inf - -;№
26835;;.;.;PUNCT;;;;;;;;;;PUNCT;;;
26836;;;;;;;;;;;;;;;;;
26837;# sent = 1977;;;;;;;;;;;;;;;;
26838;;ћы;ћџ;SPRO pl 1p - nom;;;. _ћы_ услышали какую-то дату;ы;м;;;;;SPRO;ћџ;SPRO pl 1p - nom;џ
26839;;услышали;”—ЋџЎј“№;V pf praet pl indic - -;;;ћы _услышали_ какую-то дату рождени€;и;л;а;ш;ы;л;V;”—ЋџЎј“№;V pf praet pl indic - -;№
26840;;какую-то; ј ќ…-“ќ;APRO - acc sg plen f inan;;;ћы услышали _какую-то_ дату рождени€ ,;о;т;-;ю;у;к;APRO; ј ќ…-“ќ;A - acc sg plen f inan;ќ
26841;;дату;ƒј“ј;S f inan acc sg;;;ћы услышали какую-то _дату_ рождени€ , предположили;у;т;а;д;;;S;ƒј“ј;S f inan acc sg;ј
26842;;рождени€;–ќ∆ƒ≈Ќ»≈;S n inan gen sg;;;услышали какую-то дату _рождени€_ , предположили ,;€;и;н;е;д;ж;S;–ќ∆ƒ≈Ќ»≈;S n inan gen sg;≈
26843;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
26844;;предположили;ѕ–≈ƒѕќЋќ∆»“№;V pf praet pl indic - -;;;дату рождени€ , _предположили_ , что это;и;л;и;ж;о;л;V;ѕ–≈ƒѕќЋќ∆»“№;V pf praet pl indic - -;№
26845;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
26846;;что;„“ќ;CONJ;;;, предположили , _что_ это код от;о;т;ч;;;;CONJ;„“ќ;CONJ;ќ
26847;;это;Ё“ќ;SPRO n - nom sg;;;предположили , что _это_ код от сейфа;о;т;э;;;;SPRO;Ё“ќ;S n - nom sg;ќ
26848;;код; ќƒ;S m inan nom sg;;;, что это _код_ от сейфа ,;д;о;к;;;;S; ќƒ;S m inan nom sg;ƒ
26849;;от;ќ“;PR;;;что это код _от_ сейфа , и;т;о;;;;;PR;ќ“;PR;“
26850;;сейфа;—≈…‘;S m inan gen sg;;;это код от _сейфа_ , и в;а;ф;й;е;с;;S;—≈…‘;S m inan gen sg;‘
26851;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
26852;;и;»;CONJ;;;от сейфа , _и_ в итоге так и;и;;;;;;CONJ;»;CONJ;»
26853;;в;¬;PR;;;сейфа , и _в_ итоге так и оказалось;в;;;;;;PR;¬;PR;¬
26854;;итоге;»“ќ√;S m inan loc sg;;;, и в _итоге_ так и оказалось .;е;г;о;т;и;;S;»“ќ√;S m inan loc sg;√
26855;;так и;так и;CONJ;–аздельно;;и в итоге _так и_ оказалось .;и;;к;а;т;;CONJ;так и;CONJ;и
26856;;оказалось;ќ ј«ј“№—я;V pf praet sg indic n -;;;в итоге так и _оказалось_ .;ь;с;о;л;а;з;V;ќ ј«ј“№—я;V pf praet sg indic n -;я
26857;;.;.;PUNCT;;;;;;;;;;PUNCT;;;
26858;;;;;;;;;;;;;;;;;
26859;# sent = 1978;;;;;;;;;;;;;;;;
26860;;Ќашли;Ќј…“»;V pf - pl indic - -;;;. _Ќашли_ сейф , вставили;и;л;ш;а;н;;V;Ќј—Ћј“№;V pf - sg imper - 2p;№
26861;;сейф;—≈…‘;S m inan acc sg;;;Ќашли _сейф_ , вставили Е;ф;й;е;с;;;S;—≈…‘;S m inan acc sg;‘
26862;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
26863;;вставили;¬—“ј¬»“№;V pf praet pl indic - -;;;Ќашли сейф , _вставили_ Е а ,;и;л;и;в;а;т;V;¬—“ј¬»“№;V pf praet pl indic - -;№
26864;;Е;Е;PUNCT;;;;;;;;;;PUNCT;;;
26865;;а;ј;INTJ;;;, вставили Е _а_ , ещЄ не;а;;;;;;CONJ;ј;CONJ;ј
26866;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
26867;;ещЄ;≈ў≈;ADV -;;;Е а , _ещЄ_ не сразу вставили;Є;щ;е;;;;ADV;≈ў≈;ADV -;≈
26868;;не;Ќ≈;PART;;;а , ещЄ _не_ сразу вставили его;е;н;;;;;PART;Ќ≈;PART;≈
26869;;сразу;—–ј«”;ADV -;;;, ещЄ не _сразу_ вставили его в;у;з;а;р;с;;ADV;—–ј«”;ADV -;”
26870;;вставили;¬—“ј¬»“№;V pf praet pl indic - -;;;ещЄ не сразу _вставили_ его в компьютер;и;л;и;в;а;т;V;¬—“ј¬»“№;V pf praet pl indic - -;№
26871;;его;ќЌ;SPRO sg 3p m acc;;;не сразу вставили _его_ в компьютер ,;о;г;е;;;;SPRO;ќЌ;SPRO sg 3p m acc;Ќ
26872;;в;¬;PR;;;сразу вставили его _в_ компьютер , потому что;в;;;;;;PR;¬;PR;¬
26873;;компьютер; ќћѕ№ё“≈–;S m inan acc sg;;;вставили его в _компьютер_ , потому что компьютер;р;е;т;ю;ь;п;S; ќћѕ№ё“≈–;S m inan acc sg;–
26874;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
26875;;потому что;потому что;CONJ;;;в компьютер , _потому что_ компьютер тоже под;о;т;ч;;у;м;CONJ;потому что;CONJ;о
26876;;компьютер; ќћѕ№ё“≈–;S m inan nom sg;;;компьютер , потому что _компьютер_ тоже под паролем;р;е;т;ю;ь;п;S; ќћѕ№ё“≈–;S m inan acc sg;–
26877;;тоже;“ќ∆≈;PART;;;, потому что компьютер _тоже_ под паролем ,;е;ж;о;т;;;PART;“ќ∆≈;PART;≈
26878;;под;ѕќƒ;PR;;;потому что компьютер тоже _под_ паролем , нужно;д;о;п;;;;PR;ѕќƒ;PR;ƒ
26879;;паролем;ѕј–ќЋ№;S m inan ins sg;;;компьютер тоже под _паролем_ , нужно найти;м;е;л;о;р;а;S;ѕј–ќЋ№;S m inan ins sg;№
26880;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
26881;;нужно;Ќ”∆Ќќ;PRAEDIC;;;под паролем , _нужно_ найти пароль ,;о;н;ж;у;н;;PRAEDIC;Ќ”∆Ќќ;ADV -;ќ
26882;;найти;Ќј…“»;V pf - - inf - -;;;паролем , нужно _найти_ пароль , куча;и;т;й;а;н;;V;Ќј…“»;V pf - - inf - -;»
26883;;пароль;ѕј–ќЋ№;S m inan acc sg;;;, нужно найти _пароль_ , куча Е;ь;л;о;р;а;п;S;ѕј–ќЋ№;S m inan acc sg;№
26884;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
26885;;куча; ”„ј;S f inan nom sg;;;найти пароль , _куча_ Е вхх Е;а;ч;у;к;;;S; ”„ј;S f inan nom sg;ј
26886;;Е;Е;PUNCT;;;;;;;;;;PUNCT;;;
26887;;вхх;¬’’;NONLEX;;;, куча Е _вхх_ Е замков ,;х;х;в;;;;NONLEX;¬’’;NONLEX;’
26888;;Е;Е;PUNCT;;;;;;;;;;PUNCT;;;
26889;;замков;«јћќ ;S m inan gen pl;;;Е вхх Е _замков_ , которые необходимо;в;о;к;м;а;з;S;«јћќ ;S m inan gen pl; 
26890;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
26891;;которые; ќ“ќ–џ…;APRO - acc pl plen - inan;;;Е замков , _которые_ необходимо найти .;е;ы;р;о;т;о;APRO; ќ“ќ–џ…;A - acc pl plen - inan;…
26892;;необходимо;Ќ≈ќЅ’ќƒ»ћќ;PRAEDIC;;;замков , которые _необходимо_ найти .;о;м;и;д;о;х;ADV;Ќ≈ќЅ’ќƒ»ћќ;ADV -;ќ
26893;;найти;Ќј…“»;V pf - - inf - -;;;, которые необходимо _найти_ .;и;т;й;а;н;;V;Ќј…“»;V pf - - inf - -;»
26894;;.;.;PUNCT;;;;;;;;;;PUNCT;;;
26895;;;;;;;;;;;;;;;;;
26896;# sent = 1979;;;;;;;;;;;;;;;;
26897;;¬;¬;PR;;;. _¬_ общем , мы;в;;;;;;PR;¬;PR;¬
26898;;общем;ќЅў»…;A - loc sg plen m -;;;¬ _общем_ , мы вставл€ем;м;е;щ;б;о;;A;ќЅў»…;A - loc sg plen m -;…
26899;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
26900;;мы;ћџ;SPRO pl 1p - nom;;;¬ общем , _мы_ вставл€ем диск и;ы;м;;;;;SPRO;ћџ;SPRO pl 1p - nom;џ
26901;;вставл€ем;¬—“ј¬Ћя“№;V ipf praes pl indic - 1p;;;общем , мы _вставл€ем_ диск и на;м;е;€;л;в;а;V;¬—“ј¬Ћя“№;V ipf praes pl indic - 1p;№
26902;;диск;ƒ»— ;S m inan acc sg;;;, мы вставл€ем _диск_ и на нЄм;к;с;и;д;;;S;ƒ»— ;S m inan acc sg; 
26903;;и;»;CONJ;;;мы вставл€ем диск _и_ на нЄм видеозапись;и;;;;;;CONJ;»;CONJ;»
26904;;на;Ќј;PR;;;вставл€ем диск и _на_ нЄм видеозапись ,;а;н;;;;;PR;Ќј;PR;ј
26905;;нЄм;ќЌ;SPRO sg 3p m loc;;;диск и на _нЄм_ видеозапись , где;м;Є;н;;;;SPRO;ќЌ;SPRO sg 3p m loc;Ќ
26906;;видеозапись;¬»ƒ≈ќ«јѕ»—№;S f inan nom sg;;;и на нЄм _видеозапись_ , где профессор;ь;с;и;п;а;з;S;¬»ƒ≈ќ«јѕ»—№;S f inan acc sg;№
26907;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
26908;;где;√ƒ≈;ADV -;;;нЄм видеозапись , _где_ профессор ведЄт видеозапись;е;д;г;;;;ADV;√ƒ≈;ADV -;≈
26909;;профессор;ѕ–ќ‘≈——ќ–;S m anim nom sg;;;видеозапись , где _профессор_ ведЄт видеозапись своего;р;о;с;с;е;ф;S;ѕ–ќ‘≈——ќ–;S m anim nom sg;–
26910;;ведЄт;¬≈—“»;V ipf praes sg indic - 3p;;;, где профессор _ведЄт_ видеозапись своего исследовани€;т;Є;д;е;в;;V;¬≈—“»;V ipf praes sg indic - 3p;»
26911;;видеозапись;¬»ƒ≈ќ«јѕ»—№;S f inan acc sg;;;где профессор ведЄт _видеозапись_ своего исследовани€ .;ь;с;и;п;а;з;S;¬»ƒ≈ќ«јѕ»—№;S f inan acc sg;№
26912;;своего;—¬ќ…;APRO - gen sg plen m -;;;профессор ведЄт видеозапись _своего_ исследовани€ .;о;г;е;о;в;с;APRO;—¬ќ…;A - gen sg plen m -;…
26913;;исследовани€;»——Ћ≈ƒќ¬јЌ»≈;S n inan gen sg;;;ведЄт видеозапись своего _исследовани€_ .;€;и;н;а;в;о;S;»——Ћ≈ƒќ¬јЌ»≈;S n inan gen sg;≈
26914;;.;.;PUNCT;;;;;;;;;;PUNCT;;;
26915;;;;;;;;;;;;;;;;;
26916;# sent = 1980;;;;;;;;;;;;;;;;
26917;;јаа;јјј;NONLEX;;;. _јаа_ , он работает;а;а;а;;;;INTJ;јјј;S m inan nonflex -;ј
26918;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
26919;;он;ќЌ;SPRO sg 3p m nom;;;јаа , _он_ работает над больным;н;о;;;;;SPRO;ќЌ;SPRO sg 3p m nom;Ќ
26920;;работает;–јЅќ“ј“№;V ipf praes sg indic - 3p;;;јаа , он _работает_ над больным и;т;е;а;т;о;б;V;–јЅќ“ј“№;V ipf praes sg indic - 3p;№
26921;;над;Ќјƒ;PR;;;, он работает _над_ больным и вывел;д;а;н;;;;PR;Ќјƒ;PR;ƒ
26922;;больным;ЅќЋ№Ќќ…;A - dat pl plen - -;;;он работает над _больным_ и вывел какой-то;м;ы;н;ь;л;о;A;ЅќЋ№Ќќ…;A - dat pl plen - -;…
26923;;и;»;CONJ;;;работает над больным _и_ вывел какой-то препарат;и;;;;;;CONJ;»;CONJ;»
26924;;вывел;¬џ¬≈—“»;V pf praet sg indic m -;;;над больным и _вывел_ какой-то препарат ,;л;е;в;ы;в;;V;¬џ¬≈—“»;V pf praet sg indic m -;»
26925;;какой-то; ј ќ…-“ќ;APRO - nom sg plen m -;;;больным и вывел _какой-то_ препарат , называетс€;о;т;-;й;о;к;APRO; ј ќ…-“ќ;A - nom sg plen m -;ќ
26926;;препарат;ѕ–≈ѕј–ј“;S m inan nom sg;;;и вывел какой-то _препарат_ , называетс€ Ђ;т;а;р;а;п;е;S;ѕ–≈ѕј–ј“;S m inan nom sg;“
26927;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
26928;;называетс€;Ќј«џ¬ј“№—я;V ipf praes sg indic - 3p;;;какой-то препарат , _называетс€_ Ђ јдреналин ї;€;с;т;е;а;в;V;Ќј«џ¬ј“№—я;V ipf praes sg indic - 3p;я
26929;;Ђ;Ђ;PUNCT;;;;;;;;;;PUNCT;;;
26930;;јдреналин;јƒ–≈ЌјЋ»Ќ;S m inan acc sg;;;, называетс€ Ђ _јдреналин_ ї , дл€;н;и;л;а;н;е;S;јƒ–≈ЌјЋ»Ќ;S m inan acc sg;Ќ
26931;;ї;ї;PUNCT;;;;;;;;;;PUNCT;;;
26932;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
26933;;дл€;ƒЋя;PR;;;јдреналин ї , _дл€_ того , чтобы;€;л;д;;;;PR;ƒЋя;PR;я
26934;;того;“ќ;SPRO n - gen sg;;;ї , дл€ _того_ , чтобы успокоить;о;г;о;т;;;SPRO;“ќ;S n - gen sg;ќ
26935;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
26936;;чтобы;„“ќЅџ;CONJ;;;дл€ того , _чтобы_ успокоить этого психически;ы;б;о;т;ч;;CONJ;„“ќЅџ;CONJ;џ
26937;;успокоить;”—ѕќ ќ»“№;V pf - - inf - -;;;того , чтобы _успокоить_ этого психически нездорового;ь;т;и;о;к;о;V;”—ѕќ ќ»“№;V pf - - inf - -;№
26938;;этого;Ё“ќ“;APRO - acc sg plen m anim;;;, чтобы успокоить _этого_ психически нездорового мань€ка;о;г;о;т;э;;APRO;Ё“ќ“;A - acc sg plen m anim;“
26939;;психически;ѕ—»’»„≈— »;ADV -;;;чтобы успокоить этого _психически_ нездорового мань€ка .;и;к;с;е;ч;и;ADV;ѕ—»’»„≈— »;ADV -;»
26940;;нездорового;Ќ≈«ƒќ–ќ¬џ…;A - gen sg plen m -;;;успокоить этого психически _нездорового_ мань€ка .;о;г;о;в;о;р;A;Ќ≈«ƒќ–ќ¬џ…;A - gen sg plen m -;…
26941;;мань€ка;ћјЌ№я ;S m anim gen sg;;;этого психически нездорового _мань€ка_ .;а;к;€;ь;н;а;S;ћјЌ№я ;S m anim gen sg; 
26942;;.;.;PUNCT;;;;;;;;;;PUNCT;;;
26943;;;;;;;;;;;;;;;;;
26944;# sent = 1981;;;;;;;;;;;;;;;;
26945;# speaker = Ќад€;;;;;;;;;;;;;;;;
26946;# sent = 1982;;;;;;;;;;;;;;;;
26947;; ак только; ак только;CONJ;;;_ ак только_ он ему вколол;о;к;ь;л;о;т;CONJ; ак только;CONJ;о
26948;;он;ќЌ;SPRO sg 3p m nom;;; ак только _он_ ему вколол ,;н;о;;;;;SPRO;ќЌ;SPRO sg 3p m nom;Ќ
26949;;ему;ќЌ;SPRO sg 3p m dat;;; ак только он _ему_ вколол , мань€к;у;м;е;;;;SPRO;ќЌ;SPRO sg 3p m dat;Ќ
26950;;вколол;¬ ќЋќ“№;V pf praet sg indic m -;;; ак только он ему _вколол_ , мань€к ещЄ;л;о;л;о;к;в;V;¬ ќЋќ“№;V pf praet sg indic m -;№
26951;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
26952;;мань€к;ћјЌ№я ;S m anim nom sg;;;ему вколол , _мань€к_ ещЄ сильней взбесилс€;к;€;ь;н;а;м;S;ћјЌ№я ;S m anim nom sg; 
26953;;ещЄ;≈ў≈;ADV -;;;вколол , мань€к _ещЄ_ сильней взбесилс€ .;Є;щ;е;;;;ADV;≈ў≈;ADV -;≈
26954;;сильней;—»Ћ№Ќќ;ADV comp;;;, мань€к ещЄ _сильней_ взбесилс€ .;й;е;н;ь;л;и;ADV;—»Ћ№Ќќ;ADV comp;ќ
26955;;взбесилс€;¬«Ѕ≈—»“№—я;V pf praet sg indic m -;;;мань€к ещЄ сильней _взбесилс€_ .;€;с;л;и;с;е;V;¬«Ѕ≈—»“№—я;V pf praet sg indic m -;я
26956;;.;.;PUNCT;;;;;;;;;;PUNCT;;;
26957;;;;;;;;;;;;;;;;;
26958;# sent = 1983;;;;;;;;;;;;;;;;
26959;;ќн;ќЌ;SPRO sg 3p m nom;;;. _ќн_ был прикован к;н;о;;;;;SPRO;ќЌ;SPRO sg 3p m nom;Ќ
26960;;был;Ѕџ“№;V ipf praet sg indic m -;;;ќн _был_ прикован к кровати;л;ы;б;;;;V;Ѕџ“№;V ipf praet sg indic m -;№
26961;;прикован;ѕ–» ќ¬ј“№;PARTCP pf praet - sg brev m pass -;;;ќн был _прикован_ к кровати ,;н;а;в;о;к;и;PARTCP;ѕ–» ќ¬ј“№;PARTCP pf praet - sg brev m pass -;№
26962;;к; ;PR;;;ќн был прикован _к_ кровати , в;к;;;;;;PR; ;PR; 
26963;;кровати; –ќ¬ј“№;S f inan loc sg;;;был прикован к _кровати_ , в итоге;и;т;а;в;о;р;S; –ќ¬ј“№;S f inan loc sg;№
26964;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
26965;;в;¬;PR;;;к кровати , _в_ итоге , после;в;;;;;;PR;¬;PR;¬
26966;;итоге;»“ќ√;S m inan loc sg;;;кровати , в _итоге_ , после того;е;г;о;т;и;;S;»“ќ√;S m inan loc sg;√
26967;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
26968;;после;ѕќ—Ћ≈;PR;;;в итоге , _после_ того , как;е;л;с;о;п;;PR;ѕќ—Ћ≈;PR;≈
26969;;того;“ќ;SPRO n - gen sg;;;итоге , после _того_ , как ему;о;г;о;т;;;SPRO;“ќ;S n - gen sg;ќ
26970;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
26971;;как; ј ;CONJ;;;после того , _как_ ему вкололи Ђ;к;а;к;;;;CONJ; ј ;CONJ; 
26972;;ему;ќЌ;SPRO sg 3p m dat;;;того , как _ему_ вкололи Ђ јдреналин;у;м;е;;;;SPRO;ќЌ;SPRO sg 3p m dat;Ќ
26973;;вкололи;¬ ќЋќ“№;V pf praet pl indic - -;;;, как ему _вкололи_ Ђ јдреналин ї;и;л;о;л;о;к;V;¬ ќЋќ“№;V pf praet pl indic - -;№
26974;;Ђ;Ђ;PUNCT;;;;;;;;;;PUNCT;;;
26975;;јдреналин;јƒ–≈ЌјЋ»Ќ;S m inan acc sg;;;ему вкололи Ђ _јдреналин_ ї , он;н;и;л;а;н;е;S;јƒ–≈ЌјЋ»Ќ;S m inan acc sg;Ќ
26976;;ї;ї;PUNCT;;;;;;;;;;PUNCT;;;
26977;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
26978;;он;ќЌ;SPRO sg 3p m nom;;;јдреналин ї , _он_ резко вырываетс€ ,;н;о;;;;;SPRO;ќЌ;SPRO sg 3p m nom;Ќ
26979;;резко;–≈« ќ;ADV -;;;ї , он _резко_ вырываетс€ , вырывает;о;к;з;е;р;;ADV;–≈« ќ;ADV -;ќ
26980;;вырываетс€;¬џ–џ¬ј“№—я;V ipf praes sg indic - 3p;;;, он резко _вырываетс€_ , вырывает все;€;с;т;е;а;в;V;¬џ–џ¬ј“№—я;V ipf praes sg indic - 3p;я
26981;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
26982;;вырывает;¬џ–џ¬ј“№;V ipf praes sg indic - 3p;;;резко вырываетс€ , _вырывает_ все оковы ,;т;е;а;в;ы;р;V;¬џ–џ¬ј“№;V ipf praes sg indic - 3p;№
26983;;все;¬≈—№;APRO - nom pl plen - -;;;вырываетс€ , вырывает _все_ оковы , которые;е;с;в;;;;APRO;¬≈—№;A - nom pl plen - -;№
26984;;оковы;ќ ќ¬џ;S - inan nom pl;;;, вырывает все _оковы_ , которые были;ы;в;о;к;о;;S;ќ ќ¬џ;S - inan nom pl;џ
26985;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
26986;;которые; ќ“ќ–џ…;APRO - nom pl plen - -;;;все оковы , _которые_ были , нападает;е;ы;р;о;т;о;APRO; ќ“ќ–џ…;A - nom pl plen - -;…
26987;;были;Ѕџ“№;V ipf praet pl indic - -;;;оковы , которые _были_ , нападает на;и;л;ы;б;;;V;Ѕџ“№;V ipf praet pl indic - -;№
26988;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
26989;;нападает;Ќјѕјƒј“№;V ipf praes sg indic - 3p;;;которые были , _нападает_ на профессора ,;т;е;а;д;а;п;V;Ќјѕјƒј“№;V ipf praes sg indic - 3p;№
26990;;на;Ќј;PR;;;были , нападает _на_ профессора , брызгает;а;н;;;;;PR;Ќј;PR;ј
26991;;профессора;ѕ–ќ‘≈——ќ–;S m anim gen sg;;;, нападает на _профессора_ , брызгает откуда-то;а;р;о;с;с;е;S;ѕ–ќ‘≈——ќ–;S m anim gen sg;–
26992;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
26993;;брызгает;Ѕ–џ«√ј“№;V ipf praes sg indic - 3p;;;на профессора , _брызгает_ откуда-то непон€тно кровь;т;е;а;г;з;ы;V;Ѕ–џ«√ј“№;V ipf praes sg indic - 3p;№
26994;;откуда-то;ќ“ ”ƒј-“ќ;ADV -;;;профессора , брызгает _откуда-то_ непон€тно кровь пр€м;о;т;-;а;д;у;ADV;ќ“ ”ƒј-“ќ;ADV -;ќ
26995;;непон€тно;Ќ≈ѕќЌя“Ќќ;ADV -;;;, брызгает откуда-то _непон€тно_ кровь пр€м в;о;н;т;€;н;о;ADV;Ќ≈ѕќЌя“Ќќ;ADV -;ќ
26996;;кровь; –ќ¬№;S f inan nom sg;;;брызгает откуда-то непон€тно _кровь_ пр€м в камеру;ь;в;о;р;к;;S; –ќ¬№;S f inan nom sg;№
26997;;пр€м;ѕ–яћќ…;A - - sg brev m -;;;откуда-то непон€тно кровь _пр€м_ в камеру и;м;€;р;п;;;A;ѕ–яћќ…;A - - sg brev m -;…
26998;;в;¬;PR;;;непон€тно кровь пр€м _в_ камеру и очень;в;;;;;;PR;¬;PR;¬
26999;;камеру; јћ≈–ј;S f inan acc sg;;;кровь пр€м в _камеру_ и очень страшно;у;р;е;м;а;к;S; јћ≈–ј;S f inan acc sg;ј
27000;;и;»;CONJ;;;пр€м в камеру _и_ очень страшно .;и;;;;;;CONJ;»;CONJ;»
27001;;очень;ќ„≈Ќ№;ADV -;;;в камеру и _очень_ страшно .;ь;н;е;ч;о;;ADV;ќ„≈Ќ№;ADV -;№
27002;;страшно;—“–јЎЌќ;ADV -;;;камеру и очень _страшно_ .;о;н;ш;а;р;т;ADV;—“–јЎЌќ;ADV -;ќ
27003;;.;.;PUNCT;;;;;;;;;;PUNCT;;;
27004;;;;;;;;;;;;;;;;;
27005;# sent = 1984;;;;;;;;;;;;;;;;
27006;;»;»;CONJ;;;. _»_ в итоге видео;и;;;;;;CONJ;»;CONJ;»
27007;;в;¬;PR;;;» _в_ итоге видео на;в;;;;;;PR;¬;PR;¬
27008;;итоге;»“ќ√;S m inan loc sg;;;» в _итоге_ видео на этом;е;г;о;т;и;;S;»“ќ√;S m inan loc sg;√
27009;;видео;¬»ƒ≈ќ;S n inan nom sg;;;» в итоге _видео_ на этом прерываетс€;о;е;д;и;в;;S;¬»ƒ≈ќ;S n inan nonflex -;ќ
27010;;на;Ќј;PR;;;в итоге видео _на_ этом прерываетс€ .;а;н;;;;;PR;Ќј;PR;ј
27011;;этом;Ё“ќ;SPRO n - loc sg;;;итоге видео на _этом_ прерываетс€ .;м;о;т;э;;;SPRO;Ё“ќ;S n - loc sg;ќ
27012;;прерываетс€;ѕ–≈–џ¬ј“№—я;V ipf praes sg indic - 3p;;;видео на этом _прерываетс€_ .;€;с;т;е;а;в;V;ѕ–≈–џ¬ј“№—я;V ipf praes sg indic - 3p;я
27013;;.;.;PUNCT;;;;;;;;;;PUNCT;;;
27014;;;;;;;;;;;;;;;;;
27015;# sent = 1985;;;;;;;;;;;;;;;;
27016;;ћы;ћџ;SPRO pl 1p - nom;;;. _ћы_ понимаем , что;ы;м;;;;;SPRO;ћџ;SPRO pl 1p - nom;џ
27017;;понимаем;ѕќЌ»ћј“№;V ipf praes pl indic - 1p;;;ћы _понимаем_ , что профессора;м;е;а;м;и;н;V;ѕќЌ»ћј“№;V ipf praes pl indic - 1p;№
27018;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
27019;;что;„“ќ;CONJ;;;ћы понимаем , _что_ профессора либо держат;о;т;ч;;;;CONJ;„“ќ;CONJ;ќ
27020;;профессора;ѕ–ќ‘≈——ќ–;S m anim nom pl;;;понимаем , что _профессора_ либо держат где-то;а;р;о;с;с;е;S;ѕ–ќ‘≈——ќ–;S m anim nom pl;–
27021;;либо;Ћ»Ѕќ;CONJ;;;, что профессора _либо_ держат где-то ,;о;б;и;л;;;CONJ;Ћ»Ѕќ;CONJ;ќ
27022;;держат;ƒ≈–∆ј“№;V ipf praes pl indic - 3p;;;что профессора либо _держат_ где-то , либо;т;а;ж;р;е;д;V;ƒ≈–∆ј“№;V ipf praes pl indic - 3p;№
27023;;где-то;√ƒ≈-“ќ;ADV -;;;профессора либо держат _где-то_ , либо он;о;т;-;е;д;г;ADV;√ƒ≈-“ќ;ADV -;ќ
27024;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
27025;;либо;Ћ»Ѕќ;CONJ;;;держат где-то , _либо_ он в полуобморочном;о;б;и;л;;;CONJ;Ћ»Ѕќ;CONJ;ќ
27026;;он;ќЌ;SPRO sg 3p m nom;;;где-то , либо _он_ в полуобморочном состо€нии;н;о;;;;;SPRO;ќЌ;SPRO sg 3p m nom;Ќ
27027;;в;¬;PR;;;, либо он _в_ полуобморочном состо€нии ,;в;;;;;;PR;¬;PR;¬
27028;;полуобморочном;ѕќЋ”ќЅћќ–ќ„Ќџ…;A - loc sg plen n -;;;либо он в _полуобморочном_ состо€нии , либо;м;о;н;ч;о;р;A;ѕќЋ”ќЅћќ–ќ„Ќџ…;A - loc sg plen n -;…
27029;;состо€нии;—ќ—“ќяЌ»≈;S n inan loc sg;;;он в полуобморочном _состо€нии_ , либо его;и;и;н;€;о;т;S;—ќ—“ќяЌ»≈;S n inan loc sg;≈
27030;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
27031;;либо;Ћ»Ѕќ;CONJ;;;полуобморочном состо€нии , _либо_ его уже убили;о;б;и;л;;;CONJ;Ћ»Ѕќ;CONJ;ќ
27032;;его;ќЌ;SPRO sg 3p m acc;;;состо€нии , либо _его_ уже убили .;о;г;е;;;;SPRO;ќЌ;SPRO sg 3p m acc;Ќ
27033;;уже;”∆≈;ADV -;;;, либо его _уже_ убили .;е;ж;у;;;;ADV;”∆≈;ADV -;≈
27034;;убили;”Ѕ»“№;V pf praet pl indic - -;;;либо его уже _убили_ .;и;л;и;б;у;;V;”Ѕ»“№;V pf praet pl indic - -;№
27035;;.;.;PUNCT;;;;;;;;;;PUNCT;;;
27036;;;;;;;;;;;;;;;;;
27037;# sent = 1986;;;;;;;;;;;;;;;;
27038;;јаа;јјј;INTJ;;;. _јаа_ , дальше после;а;а;а;;;;INTJ;јјј;S m inan nonflex -;ј
27039;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
27040;;дальше;ƒјЋ≈ ќ;ADV comp;;;јаа , _дальше_ после просмотра видео;е;ш;ь;л;а;д;ADV;ƒјЋ≈ ќ;ADV comp;ќ
